flex_score,score_category,property_use,building_sqft,address,municipality,acres,market_value,owner_name,year_built,warehouse_sqft,office_sqft,office_percentage,parcel_id,assessed_value,improvement_value,land_value,sale_date,sale_price,owner_address,has_enriched_data,has_building_data,extraction_timestamp,scrape_success,scrape_message,subarea_warehouse_sqft,subarea_office_sqft,zoning_code,property_use_code_detail,number_of_units,improvement_value_2025,improvement_value_2024,improvement_value_2023,improvement_value_2022,improvement_value_2021,land_value_2025,land_value_2024,land_value_2023,land_value_2022,land_value_2021,market_value_2025,market_value_2024,market_value_2023,market_value_2022,market_value_2021,assessed_value_current,exemption_amount,taxable_value_current,ad_valorem_tax,non_ad_valorem_tax,total_annual_tax,sales_history,5yr_appreciation,office_warehouse_ratio,tax_rate,sales_count
9.0,Excellent,WAREH/DIST TERM,47760,1119 48TH ST,MANGONIA PARK,3.1882,5109046,MULLIGAN FAMILY INVS LLC,1989.0,12918.0,450.0,3.4,44434305080001100,4268746,0,0,1459396800000.0,2350000,,False,True,2025-09-15T14:43:39.954670,True,Successfully extracted enhanced property data,12918.0,450.0,I—INDUSTRIAL DISTRICT,4800—WAREH/DIST TERM,,,,,,,,,,,,,,,,,4695621.0,,4695621.0,114342.0,11701.0,126043.0,[],,0.034,,0
9.0,Excellent,WAREH/DIST TERM,44677,711 COMMERCE WAY E 1,JUPITER,3.3713,7561628,547 AMHERST LLC,2004.0,8960.0,1460.0,14.0,30424102090020092,6905655,0,0,1471924800000.0,10,,False,True,2025-09-15T14:43:42.222853,True,Successfully extracted enhanced property data,13320.0,240.0,I2—INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,7596221.0,,7596221.0,135148.0,10946.0,146094.0,[],,0.018,,0
9.0,Excellent,WAREH/DIST TERM,50000,7840 CENTRAL INDUSTRIAL DR,WEST PALM BEACH,3.2325,5977150,EASTGROUP PROPERTIES LP,1988.0,44028.0,196.0,0.4,434230140020030,4843534,0,0,1074056400000.0,6100000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9.0,Excellent,WAREH/DIST TERM,47818,3600 S CONGRESS AVE,BOYNTON BEACH,3.3755,7969108,KVA CONGRESS LLC,1987.0,6716.0,7030.0,51.1,8434605000007120,7728318,0,0,1550466000000.0,6650000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9.0,Excellent,WAREH/DIST TERM,35782,821 JUPITER PARK DR,JUPITER,3.2479,6180049,PSI PROPERTY HOLDINGS LLC,1991.0,18508.0,300.0,1.6,30424109010000120,5423447,0,0,1356670800000.0,3600000,,False,True,2025-09-15T14:43:49.763671,True,Successfully extracted enhanced property data,18508.0,6168.0,I1—INDUSTRIAL PARK LIGHT INDUSTRY,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,5965792.0,,5965792.0,105347.0,10037.0,115384.0,[],,0.25,,0
9.0,Excellent,WAREH/DIST TERM,54375,950 W 13TH ST,RIVIERA BEACH,3.2842,4993548,BILLS JOHN C TR,1979.0,46600.0,375.0,0.8,56434232310000010,3787410,0,0,841550400000.0,465200,,False,True,2025-09-15T14:43:52.008012,True,Successfully extracted enhanced property data,46600.0,7400.0,IG—GENERAL INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,4166151.0,,4166151.0,96631.0,13230.0,109861.0,[],,0.137,,0
9.0,Excellent,WAREH/DIST TERM,39237,400 BARNETT LN,LAKE WORTH,3.1976,5559376,AMERICAN BUILDERS & CONTRACTORS,1986.0,7660.0,4640.0,37.7,38434421120270021,4734887,0,0,,0,,False,True,2025-09-15T14:43:54.248920,True,Successfully extracted enhanced property data,26937.0,4640.0,I-POC—INDUSTRIAL PARK OF COMMERCE,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,5608376.0,,5608376.0,124732.0,19847.0,144580.0,[],,0.147,,0
9.0,Excellent,WAREH/DIST TERM,31133,150 W YAMATO RD,BOCA RATON,2.5781,6113171,FETTER CO,1968.0,27437.0,1505.0,5.2,6434707020340063,4783889,0,0,,0,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9.0,Excellent,WAREH/DIST TERM,35526,1601 COMMERCE LN 100,JUPITER,2.4889,6604675,BROEDELL PROPERTIES I LLC,2003.0,18666.0,,,30424102470000020,5280655,0,0,1315800000000.0,10,,False,True,2025-09-15T14:43:59.134367,True,Successfully extracted enhanced property data,35526.0,,C2—COMMERCIAL,4800—WAREH/DIST TERM,,,,,,,,,,,,,,,,,5808721.0,,5808721.0,109318.0,8704.0,118022.0,[],,,,0
9.0,Excellent,WAREH/DIST TERM,40015,130 COMMERCE RD,BOYNTON BEACH,2.5338,6078566,COMMERCE ROAD ASSOCIATES,1999.0,,2800.0,,8434509210020130,4466107,0,0,922939200000.0,373000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9.0,Excellent,WAREH/DIST TERM,22105,3220 45TH ST,WEST PALM BEACH,2.5257,5006753,NABYA INVESTMENTS INC,2005.0,14627.0,2546.0,14.8,74424301020000760,4981730,0,0,1611550800000.0,4325000,,False,True,2025-09-15T14:44:04.083881,True,Successfully extracted enhanced property data,22105.0,1764.0,I—INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,5479903.0,,5479903.0,113800.0,7444.0,121244.0,[],,0.074,,0
9.0,Excellent,WAREH/DIST TERM,46490,7221 HAVERHILL BUSINESS PKWY 102,RIVIERA BEACH,2.5264,6311245,HAVERHILL WAREHOUSE LLC,2005.0,5826.0,1338.0,18.7,56424226020000060,5825922,0,0,1452661200000.0,4080000,,False,True,2025-09-15T14:44:06.376112,True,Successfully extracted enhanced property data,46490.0,1400.0,IG—GENERAL INDUSTRIAL,"0061
                                

                                    WARRANTY DEED
                                

                                    HAVERHILL WAREH",,,,,,,,,,,,,,,,,6408514.0,,6408514.0,138172.0,11358.0,149530.0,[],,0.029,,0
9.0,Excellent,WAREH/DIST TERM,49000,7363 LAKE WORTH RD,LAKE WORTH,3.5222,5285441,LIFE STORAGE LP,,,,,424327050231231,4392300,0,0,801979200000.0,1385200,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9.0,Excellent,WAREH/DIST TERM,43980,7231 HAVERHILL BUSINESS PKWY 201,RIVIERA BEACH,3.4998,8057797,I J LITWAK REALTY LIMITED PARTNERSHIP,2006.0,16410.0,1750.0,9.6,56424226020000030,7748752,0,0,1487048400000.0,6775000,,False,True,2025-09-15T14:44:11.252556,True,Successfully extracted enhanced property data,24460.0,1750.0,IG—GENERAL INDUSTRIAL,4800—WAREH/DIST TERM,,,,,,,,,,,,,,,,,8523627.0,,8523627.0,181748.0,11209.0,192957.0,[],,0.067,,0
9.0,Excellent,WAREH/DIST TERM,45520,1335 53RD ST,MANGONIA PARK,3.4816,6284167,LRF3 MIA 53RD STREET 2 LLC,2001.0,41157.0,756.0,1.8,44434305000130100,5820115,0,0,1731646800000.0,11045825,,False,True,2025-09-15T14:44:13.541524,True,Successfully extracted enhanced property data,41157.0,3607.0,I—INDUSTRIAL DISTRICT,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,6963488.0,,6963488.0,158133.0,11152.0,169286.0,[],,0.081,,0
9.0,Excellent,WAREH/DIST TERM,39815,7700 HIGH RIDGE RD,BOYNTON BEACH,3.5904,6612740,RIVERBEND PALM BEACH HOLDINGS I LLC,1996.0,25476.0,14339.0,36.0,8434509210020010,6612740,0,0,1653451200000.0,7900000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9.0,Excellent,WAREH/DIST TERM,48336,7392 N HAVERHILL RD,RIVIERA BEACH,3.568,5172116,BRADCO SUPPLY CORP,1974.0,28320.0,3456.0,10.9,56424226010010010,4577077,0,0,410245200000.0,690000,,False,True,2025-09-15T14:44:18.482347,True,Successfully extracted enhanced property data,28320.0,3456.0,IG—GENERAL INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,5034785.0,,5034785.0,109689.0,12341.0,122030.0,[],,0.109,,0
9.0,Excellent,WAREH/DIST TERM,24636,357 PIKE RD,WEST PALM BEACH,4.3061,6017399,SECP WPB LLC,2003.0,,,,424327050063302,5647095,0,0,1642568400000.0,5100000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9.0,Excellent,WAREH/DIST TERM,41726,6545 WALLIS RD,WEST PALM BEACH,4.4407,6611242,TOTAL TRUCK PARTS INC,2005.0,37916.0,3810.0,9.1,424327050051520,4955147,0,0,1043125200000.0,1000000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9.0,Excellent,WAREH/DIST TERM,43824,1100 BARNETT DR,LAKE WORTH,4.1981,6679785,1100 BARNETT DRIVE MANAGEMENT LLC,2000.0,18397.0,3515.0,16.0,38434421460000020,5888396,0,0,1395633600000.0,2700000,,False,True,2025-09-15T14:44:25.911369,True,Successfully extracted enhanced property data,18397.0,3515.0,I-POC—INDUSTRIAL PARK OF COMMERCE,4800—WAREH/DIST TERM,,,,,,,,,,,,,,,,,6477236.0,,6477236.0,145458.0,20046.0,165504.0,[],,0.16,,0
9.0,Excellent,WAREH/DIST TERM,60487,1501 N FLORIDA MANGO RD,WEST PALM BEACH,4.0517,2647940,1501 N FLORIDA MANGO ROAD LLC,2024.0,60487.0,,,434329000003710,2326587,0,0,1512190800000.0,2700000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9.0,Excellent,WAREH/DIST TERM,41140,6995 BOYNTON BEACH BLVD,BOYNTON BEACH,4.2762,6350015,MAZZONI FARMS INC,1962.0,6060.0,,,424327050480560,3892328,0,0,-31518000000.0,100000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9.0,Excellent,WAREH/DIST TERM,36024,1500 AVENUE P,RIVIERA BEACH,4.6665,7370645,ITALIAN ROSE GARLIC PRODUCTS LLC,2000.0,29336.0,6688.0,18.6,56434229550020030,5585822,0,0,1510117200000.0,3816000,,False,True,2025-09-15T14:44:33.461126,True,Successfully extracted enhanced property data,29336.0,6688.0,IG—GENERAL INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,6144404.0,,6144404.0,135788.0,8835.0,144623.0,[],,0.186,,0
9.0,Excellent,WAREH/DIST TERM,44480,270 N CONGRESS AVE,LAKE PARK,4.4887,9779947,270 N CONGRESS LLC,2022.0,32667.0,9037.0,21.7,36434219260080000,6650701,0,0,1670821200000.0,10,,False,True,2025-09-15T14:44:35.704785,True,Successfully extracted enhanced property data,32667.0,2776.0,C2—C2 BUSINESS DISTRICT,4800—WAREH/DIST TERM,,,,,,,,,,,,,,,,,7315771.0,,7315771.0,160417.0,39333.0,199750.0,[],,0.078,,0
9.0,Excellent,WAREH/DIST TERM,46942,4895 PARK RIDGE BLVD,BOYNTON BEACH,4.6888,7410723,SOUTHEAST ATLANTIC CAPITAL LLC,1992.0,40432.0,4710.0,10.4,8434517100000490,5528521,0,0,1184126400000.0,5141970,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9.0,Excellent,WAREH/DIST TERM,37872,7301 WALLIS RD,WEST PALM BEACH,4.918,7293872,AGLO PROPERTIES LLC,2004.0,15950.0,1162.0,6.8,424327050063507,5370611,0,0,1503806400000.0,4385350,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9.0,Excellent,WAREH/DIST TERM,36478,1685 N FLORIDA MANGO RD A,WEST PALM BEACH,4.9526,5555833,FLORIDA MANGO LLC,1979.0,8568.0,4712.0,35.5,434329000003750,4222632,0,0,1494907200000.0,0,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9.0,Excellent,WAREH/DIST TERM,21909,1284 PARK LN S,JUPITER,3.7337,6409362,SEABREEZE NORTH CORPORATION,1998.0,4422.0,130.0,2.9,30424109030000270,6409362,0,0,1690344000000.0,7995000,,False,True,2025-09-15T14:44:45.843100,True,Successfully extracted enhanced property data,7020.0,6494.0,I1—INDUSTRIAL PARK LIGHT INDUSTRY,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,6581988.0,,6581988.0,111982.0,6811.0,118793.0,[],,0.481,,0
9.0,Excellent,WAREH/DIST TERM,26093,1425 WATERTOWER RD,LAKE PARK,3.7614,6108776,ADM FL REAL ESTATE WPB LLC,1999.0,20348.0,5313.0,20.7,36434220250000000,5643000,0,0,1636606800000.0,5700000,,False,True,2025-09-15T14:44:48.084080,True,Successfully extracted enhanced property data,20348.0,432.0,"Acres



                                    1
                                

                                    INDUSTRIAL
                                

                                    CLIC
                                

                                    3",4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,6207300.0,,6207300.0,130285.0,14278.0,144564.0,[],,0.021,,0
9.0,Excellent,WAREH/DIST TERM,28133,393 N CLEARY RD,WEST PALM BEACH,3.6952,8161999,WPB CLEARY PROPERTY PARTNERS LLC,2017.0,17669.0,10464.0,37.2,424333180010000,5565887,0,0,1552363200000.0,5041840,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9.0,Excellent,WAREH/DIST TERM,41342,1301 OKEECHOBEE RD,WEST PALM BEACH,3.8226,5272430,MERCER WPB LLC,1971.0,36487.0,2552.0,6.5,74434328140000112,4480640,0,0,1049083200000.0,10,,False,True,2025-09-15T14:44:52.921895,True,Successfully extracted enhanced property data,36487.0,2303.0,CPD—COMMERCIAL PLANNED DEV,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,4928704.0,,4928704.0,110336.0,11093.0,121429.0,[],,0.059,,0
9.0,Excellent,WAREH/DIST TERM,46650,3308 45TH ST,WEST PALM BEACH,3.9643,8543179,3308 45TH STREET HOLDINGS LLC,1972.0,2303.0,2593.0,53.0,74424301020000490,6827524,0,0,1295931600000.0,3725000,,False,True,2025-09-15T14:44:55.131730,True,Successfully extracted enhanced property data,2303.0,4082.0,I—INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,7510276.0,,7510276.0,166505.0,13645.0,180150.0,[],,0.639,,0
9.0,Excellent,WAREH/DIST TERM,38602,3273 LAKE WORTH RD A,PALM SPRINGS,3.7428,5216316,PRINCETON PROPERTIES LLC,1985.0,9360.0,,,70434419200700040,4587279,0,0,1224561600000.0,10,,False,True,2025-09-15T14:44:57.476233,True,Successfully extracted enhanced property data,9360.0,,CG—COMMERCIAL GENERAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,5046007.0,,5046007.0,103201.0,12398.0,115599.0,[],,,,0
9.0,Excellent,WAREH/DIST TERM,29489,15300 PARK OF COMMERCE BLVD,JUPITER,3.939,5911347,JUPITER PROPERTY HOLDINGS LLC,1988.0,,2148.0,,414117020120042,4185302,0,0,1594353600000.0,5375000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9.0,Excellent,WAREH/DIST TERM,23204,42415 OLD US HIGHWAY 27,SOUTH BAY,7.6115,1597472,SBG FARMS INC,1973.0,7320.0,,,364410000001050,1312458,0,0,341899200000.0,5049600,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9.0,Excellent,WAREH/DIST TERM,28550,1301 W 15TH ST A,RIVIERA BEACH,6.4773,4646041,RLIF RIVIERA BEACH SPE LLC,1986.0,17150.0,,,56434229550030100,4093414,0,0,1640840400000.0,127500000,,False,True,2025-09-15T14:45:05.006095,True,Successfully extracted enhanced property data,17150.0,,IG—GENERAL INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,4502755.0,,4502755.0,96938.0,6995.0,103933.0,[],,,,0
9.0,Excellent,WAREH/DIST TERM,31390,14540 SAND HOLLY CIR,JUPITER,2.026,5983082,SAND HOLLY CIRCLE MANUFACTURING,2012.0,16590.0,,,414117100000060,5983082,0,0,1688011200000.0,5810000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8.5,Excellent,WAREH/DIST TERM,20467,2725 HILLSBORO RD,WEST PALM BEACH,0.5054,2881882,BCK2 ASSOCIATES LLC,1961.0,615.0,1584.0,72.0,74434333340060050,2313944,0,0,1546491600000.0,2017805,,False,True,2025-09-15T14:45:09.898128,True,Successfully extracted enhanced property data,18268.0,1584.0,I—INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,2545338.0,,2545338.0,58133.0,5389.0,63522.0,[],,0.08,,0
8.5,Excellent,WAREH/DIST TERM,25302,532 E LAKEWOOD RD,WEST PALM BEACH,0.6088,2069271,532 E LAKEWOOD ROAD LLC,1962.0,2542.0,3124.0,55.1,74434404020120010,1405845,0,0,1353301200000.0,10,,False,True,2025-09-15T14:45:12.214354,True,Successfully extracted enhanced property data,6098.0,2686.0,I—INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,1546430.0,,1546430.0,42090.0,6632.0,48722.0,[],,0.306,,0
8.5,Excellent,WAREH/DIST TERM,20000,2350 FLORIDA AVE,WEST PALM BEACH,0.6887,3030993,TPTS LLC,1950.0,320.0,,,74434328080050010,1951807,0,0,1623038400000.0,4200000,,False,True,2025-09-15T14:45:14.466440,True,Successfully extracted enhanced property data,17985.0,,GC—GENERAL COMMERCIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,2152362.0,,2152362.0,44456.0,5260.0,49716.0,[],,,,0
8.5,Excellent,WAREH/DIST TERM,20367,1771 NW 1ST CT,BOCA RATON,0.6798,2721914,1771 NW 1ST COURT,1982.0,1768.0,3147.0,64.0,6434717110020030,2144146,0,0,1025409600000.0,512500,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8.5,Excellent,WAREH/DIST TERM,20328,1500 ELIZABETH AVE,WEST PALM BEACH,0.7404,3215535,BWRE WAREHOUSE DISTRICT LLC,1950.0,2805.0,,,74434328090120190,2114197,0,0,1720584000000.0,19500000,,False,True,2025-09-15T14:45:19.360021,True,Successfully extracted enhanced property data,250.0,,I—INDUSTRIAL,"0865
                                

                                    WARRANTY DEED
                                

                                    BWRE WAREHOUSE DIST",0.0,,,,,,,,,,,,,,,,4597338.0,,4597338.0,94009.0,5487.0,99496.0,[],,,,0
8.5,Excellent,WAREH/DIST TERM,22878,145 NW 20TH ST,BOCA RATON,0.8157,4305596,BOOKSMART ENTERPRISES INC,1984.0,11020.0,,,6434717300010012,3322670,0,0,1306382400000.0,1125000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8.5,Excellent,WAREH/DIST TERM,24409,2727 HILLSBORO RD,WEST PALM BEACH,0.841,3315395,SA RECYCLING LLC,1950.0,12579.0,3202.0,20.3,74434333340060080,3122526,0,0,1609304400000.0,3000000,,False,True,2025-09-15T14:45:24.344497,True,Successfully extracted enhanced property data,12579.0,3202.0,I—INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3289931.0,,3289931.0,67275.0,6420.0,73694.0,[],,0.203,,0
8.5,Excellent,WAREH/DIST TERM,24800,2414 FLORIDA AVE,WEST PALM BEACH,0.8609,3762299,STUDIO 439 LLC,1956.0,1400.0,20100.0,93.5,74434328080060010,2398070,0,0,1639717200000.0,7150000,,False,True,2025-09-15T14:45:26.598525,True,Successfully extracted enhanced property data,3300.0,20100.0,GC—GENERAL COMMERCIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,2637877.0,,2637877.0,75487.0,6491.0,81977.0,[],,0.859,,0
8.5,Excellent,WAREH/DIST TERM,22112,3585 BOUTWELL RD,LAKE WORTH,0.9631,1496509,AREV LIN INDUSTRIAL COMPLEX LLC,1993.0,7936.0,532.0,6.3,38434420030010041,1354870,0,0,1541044800000.0,2200000,,False,True,2025-09-15T14:45:28.856905,True,Successfully extracted enhanced property data,7936.0,532.0,I-POC—INDUSTRIAL PARK OF COMMERCE,4800—WAREH/DIST TERM,,,,,,,,,,,,,,,,,6667566.0,,6667566.0,145716.0,5186.0,150902.0,[],,0.063,,0
8.5,Excellent,WAREH/DIST TERM,22968,431 SUNSET RD,WEST PALM BEACH,0.8792,3480789,REDNUM INVESTMENTS LTD PRTNRSHP,1958.0,11085.0,2575.0,18.9,74434328070001140,2740647,0,0,,0,,False,True,2025-09-15T14:45:31.131241,True,Successfully extracted enhanced property data,11085.0,1628.0,GC—GENERAL COMMERCIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3014712.0,,3014712.0,66661.0,6041.0,72701.0,[],,0.128,,0
8.5,Excellent,WAREH/DIST TERM,20773,2902 TUXEDO AVE,WEST PALM BEACH,0.9317,2821526,BRANDON TRANSFER & STORAGE CO INC,1958.0,19146.0,1003.0,5.0,74434332010080010,1384215,0,0,1583125200000.0,10,,False,True,2025-09-15T14:45:33.438768,True,Successfully extracted enhanced property data,19146.0,624.0,I—INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,1522637.0,,1522637.0,40521.0,5463.0,45985.0,[],,0.032,,0
8.5,Excellent,WAREH/DIST TERM,23232,1817 CHURCH ST,WEST PALM BEACH,0.9651,2706865,YM 26 FLEX 2 LLC,1965.0,3042.0,864.0,22.1,434329050000240,2183430,0,0,1548133200000.0,2075000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8.5,Excellent,WAREH/DIST TERM,21140,1340 NEPTUNE DR,BOYNTON BEACH,0.9693,2177077,NEPTUNE 1340 LLC,1974.0,18100.0,,,8434605000007024,1585815,0,0,1569470400000.0,1000000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8.5,Excellent,WAREH/DIST TERM,20580,801 BARNETT DR,LAKE WORTH,0.9501,2130316,TRUE RUDDER LLC,1982.0,17657.0,2923.0,14.2,38434421020120100,1771613,0,0,1516770000000.0,3460000,,False,True,2025-09-15T14:45:40.907956,True,Successfully extracted enhanced property data,17657.0,2923.0,"Acres



                                    1
                                

                                    COMMERCIAL
                                

                                    MU-W
                                

                                    0","1165
                                

                                    WARRANTY DEED
                                

                                    AA ALPINE STORAGE",0.0,,,,,,,,,,,,,,,,1948774.0,,1948774.0,44749.0,8163.0,52912.0,[],,0.142,,0
8.5,Excellent,WAREH/DIST TERM,23380,1331 S KILLIAN DR A,LAKE PARK,0.9556,2520451,JOE KILLIAN LLC,1974.0,7550.0,850.0,10.1,36434220090000640,2112172,0,0,1498104000000.0,1900000,,False,True,2025-09-15T14:45:43.140187,True,Successfully extracted enhanced property data,7550.0,850.0,C4—C4 BUSINESS DISTRICT,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,2323389.0,,2323389.0,51659.0,11590.0,63250.0,[],,0.101,,0
8.5,Excellent,WAREH/DIST TERM,24742,1183 OLD DIXIE HWY A1,LAKE PARK,0.9983,2903776,VALSHEP1183 LLC,1973.0,5304.0,1976.0,27.1,36434220000003151,2355300,0,0,1590724800000.0,10,,False,True,2025-09-15T14:45:45.431460,True,Successfully extracted enhanced property data,7280.0,1976.0,C4—C4 BUSINESS DISTRICT,4805—SELF STORAGE,0.0,,,,,,,,,,,,,,,,2590830.0,,2590830.0,57877.0,6618.0,64495.0,[],,0.213,,0
8.5,Excellent,WAREH/DIST TERM,24389,1860 W 10TH ST,RIVIERA BEACH,0.9988,3708870,1860 W 10TH LLC,2001.0,17355.0,3429.0,16.5,56434231200000020,3511230,0,0,1667797200000.0,3750000,,False,True,2025-09-15T14:45:47.701014,True,Successfully extracted enhanced property data,17355.0,3605.0,IL—LIMITED INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3862353.0,,3862353.0,80449.0,5975.0,86425.0,[],,0.172,,0
8.5,Excellent,WORKING WATERFRONT,26258,139 SHORE CT,NORTH PALM BEACH,1.4558,2537831,NVPB MARINA HOLDINGS LLC,1968.0,13680.0,,,68434216010001270,2537831,0,0,1438315200000.0,2500000,,False,True,2025-09-15T14:45:50.026782,True,Successfully extracted enhanced property data,13680.0,,C-S—SHOPPING COMMERCIAL,"2010—WORKING WATERFRONT


Zoning",0.0,,,,,,,,,,,,,,,,2657363.0,,2657363.0,52243.0,7188.0,59431.0,[],,,,0
8.5,Excellent,WORKING WATERFRONT,34378,8250 S FEDERAL HWY,HYPOLUXO,2.3048,4050000,PALM BEACH MARINA INC,1962.0,,884.0,,26434515000020050,4026275,0,0,570690000000.0,1200000,,False,True,2025-09-15T14:45:52.309832,True,Successfully extracted enhanced property data,,884.0,CM—COMMERCIAL MARINE,"2010—WORKING WATERFRONT


Zoning",0.0,,,,,,,,,,,,,,,,4250000.0,,4250000.0,68038.0,8196.0,76234.0,[],,,,0
8.5,Excellent,WAREH/DIST TERM,45895,900 CAPITAL ST,JUPITER,2.9356,14697991,J & T CAPITAL US LLC,2023.0,,3028.0,,30424103250000090,14697991,0,0,1618804800000.0,4600000,,False,True,2025-09-15T14:45:54.568414,True,Successfully extracted enhanced property data,45895.0,3028.0,I1—INDUSTRIAL PARK LIGHT INDUSTRY,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,14778366.0,,14778366.0,251430.0,11244.0,262675.0,[],,0.062,,0
8.5,Excellent,WAREH/DIST TERM,35969,1040 NW 12TH ST,BELLE GLADE,3.2483,487298,OKEECHOBEE LAND COMPANY,1971.0,,,,4374331010060010,440825,0,0,1162526400000.0,10,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8.5,Excellent,WAREH/DIST TERM,43690,2121 VISTA PKWY,WEST PALM BEACH,3.5393,10819424,MOSS ACQUISTIONS LLC,1996.0,,23690.0,,424322070200020,9119464,0,0,1120536000000.0,5000000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8.5,Excellent,WAREH/DIST TERM,49024,4711 AUSTRALIAN AVE,MANGONIA PARK,4.5691,10344527,MANGONIA LLC,2005.0,10208.0,512.0,4.8,44434305260000021,3513840,0,0,1441166400000.0,2400000,,False,True,2025-09-15T14:46:02.044804,True,Successfully extracted enhanced property data,10208.0,512.0,PCC—PLANNED COMMERCE CENTER,4800—WAREH/DIST TERM,,,,,,,,,,,,,,,,,3865224.0,,3865224.0,110370.0,12011.0,122380.0,[],,0.048,,0
8.5,Excellent,WAREH/DIST TERM,45920,1401 N MAIN ST,BELLE GLADE,11.7759,871166,LAKE CORP OF THE PALM BEACHES,1956.0,,,,4374330000001110,717764,0,0,599634000000.0,400000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8.0,Excellent,WAREH/DIST TERM,29058,925 N RAILROAD AVE,WEST PALM BEACH,0.2513,847010,905 N RAILROAD AVE LLC,1925.0,9702.0,2428.0,20.0,74434315200050171,847010,0,0,1663646400000.0,10,,False,True,2025-09-15T14:46:06.962673,True,Successfully extracted enhanced property data,4678.0,2428.0,"Acres



                                    1
                                

                                    INDUSTRIAL
                                

                                    NORA-5
                                

                                    0",4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,830237.0,,830237.0,16977.0,7654.0,24631.0,[],,0.342,,0
8.0,Excellent,WAREH/DIST TERM,20500,426 CLAREMORE DR,WEST PALM BEACH,0.2564,1330957,JACK THE BIKE MAN INC,1925.0,10250.0,640.0,5.9,74434328060210011,1242677,0,0,1612846800000.0,2000000,,False,True,2025-09-15T14:46:09.267502,True,Successfully extracted enhanced property data,9610.0,640.0,GC—GENERAL COMMERCIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,1366945.0,,0.0,0.0,5096.0,5096.0,[],,0.062,,0
